# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 364K of event 'cpu/cycles/P'
# Event count (approx.): 245777062108
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# ........  ...............  .......................  ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] perf_ctx_disable
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] hidinput_hid_event
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] dequeue_pushable_task
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] enqueue_task
     0.00%  point_cloud_col  libstdc++.so.6.0.35      [.] std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pte_mkwrite
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] execlists_dequeue
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] rcu_core
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] scx_tick
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] tasklet_action_common
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] finish_task_switch.isra.0
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] i915_gem_object_make_shrinkable
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] do_nocb_deferred_wakeup.isra.0
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] dequeue_rt_stack
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] policy_nodemask
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] xhci_get_endpoint_index
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] note_interrupt
     0.00%  point_cloud_col  ld-linux-x86-64.so.2     [.] check_match
     0.00%  point_cloud_col  ld-linux-x86-64.so.2     [.] _dl_lookup_symbol_x
     0.00%  point_cloud_col  ld-linux-x86-64.so.2     [.] do_lookup_x
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] entry_SYSCALL_64
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] alloc_pages_noprof
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] smp_call_function_many_cond
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] filemap_map_pages
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] xhci_td_remainder
     0.00%  point_cloud_col  libstdc++.so.6.0.35      [.] std::locale::id::_M_id() const
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __anon_vma_interval_tree_remove
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] obj_cgroup_uncharge_pages
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] folio_mapping
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __hid_input_report
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pfn_pte
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] perf_iterate_ctx
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] tlb_remove_table_rcu
     0.00%  point_cloud_col  point_cloud_collimation  [.] unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [clone .isra.0]
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] input_get_disposition
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] memset_orig
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] evdev_pass_values
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] input_pass_values
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] usb_hcd_submit_urb
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __set_next_task_fair.part.0
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pte_val
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] process_one_work
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] profile_tick
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] update_other_load_avgs
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] update_rt_rq_load_avg
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] plist_add
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] set_timer_ms
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __intel_pmu_enable_all.isra.0
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pick_task_rt
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] rcu_segcblist_ready_cbs
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __pte
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] intel_engine_get_busy_time
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] idr_find
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] enqueue_timer
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] timer_lock_remote_bases
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] xhci_get_slot_ctx
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] select_idle_sibling
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __intel_get_crtc_scanline
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] _atomic_dec_and_lock_irqsave
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] drm_crtc_vblank_helper_get_vblank_timestamp_internal
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] blake2s_update
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pwq_dec_nr_in_flight
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] worker_enter_idle
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] folio_lruvec_lock_irqsave
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] intel_crtc_for_pipe
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] native_send_call_func_single_ipi
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] dispatch_hid_bpf_device_event
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] call_timer_fn
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] free_pages_and_swap_cache
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __active_retire
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] do_brk_flags
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] release_crtc_commit
     0.00%  point_cloud_col  libc.so.6                [.] __mpn_divrem
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] add_timer_randomness
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __timeline_retire
     0.00%  point_cloud_col  point_cloud_collimation  [.] memcpy@plt
     0.00%  point_cloud_col  libstdc++.so.6.0.35      [.] std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const@plt
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pollwake
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] check_schedstat_required
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] asm_common_interrupt
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] drm_handle_vblank_events
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] asm_sysvec_reschedule_ipi
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] resched_curr_lazy
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pick_task_fair
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __usb_hcd_giveback_urb
     0.00%  point_cloud_col  libc.so.6                [.] __sbrk
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __mod_timer
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] hrtick_update
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] watchdog_timer_fn
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] complete
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __bitmap_andnot
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] mask_ioapic_irq
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] charge_memcg
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] mem_cgroup_from_task
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __update_load_avg_blocked_se
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] call_function_single_prep_ipi
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] nvme_poll_cq
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] sched_clock_tick
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __msecs_to_jiffies
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] signal_irq_work
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] psi_flags_change
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] raise_softirq
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] native_apic_mem_eoi
     0.00%  point_cloud_col  libc.so.6                [.] __memchr_avx2
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] should_we_balance
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] wakeup_preempt
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] page_counter_try_charge
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __wake_up
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] hid_process_report
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] set_next_entity
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] lrc_update_runtime
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] common_interrupt
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] can_vma_merge_left.constprop.0
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] intel_parent_rps_boost_if_not_started
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] usb_get_urb
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pmd_val
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] get_jiffies_update
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] folio_add_lru_vma
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] switch_fpu_return
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __tlb_remove_folio_pages
     0.00%  point_cloud_col  libc.so.6                [.] _IO_fwrite
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] perf_ctx_enable
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] update_group_capacity
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] process_output_block
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] rcu_note_context_switch
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] irq_work_queue
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] g4x_get_vblank_counter
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] restore_fpregs_from_fpstate
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] xhci_msi_irq
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] ___i915_gem_object_make_shrinkable
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] cpupri_set
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] intel_timeline_unpin
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] flush_tlb_func
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] rcu_segcblist_extract_done_cbs
     0.00%  point_cloud_col  libm.so.6                [.] log@@GLIBC_2.29
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] hid_check_keys_pressed
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] input_event
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] rcu_do_batch
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] enqueue_task_rt
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __pick_next_task.part.0
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] hid_report_raw_event
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] xhci_check_args
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __irqentry_text_start
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] drm_update_vblank_count
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] invoke_rcu_core
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] input_handle_event
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] rcu_stall_kick_kthreads
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] arch_irq_work_raise
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] sched_balance_find_src_group
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] execlists_submission_tasklet
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] enqueue_entity
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] fw_domains_put
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] i915_request_free_capture_list
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] handle_tx_event.isra.0
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __kmalloc_noprof
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] task_woken_rt
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __wake_up_common
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] mod_lruvec_state
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] plist_del
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] hid_field_extract
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] pick_task_stop
     0.00%  point_cloud_col  ld-linux-x86-64.so.2     [.] strcmp
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] next_uptodate_folio
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] __d_lookup_rcu
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] mas_topiary_replace
     0.00%  point_cloud_col  ld-linux-x86-64.so.2     [.] _dl_map_object_from_fd
     0.00%  point_cloud_col  [kernel.kallsyms]        [k] ktime_get_coarse_real_ts64_mg


#
# (Cannot load tips.txt file, please install perf!)
#
